no,_RAJ2000,_DEJ2000
0,206.3647954611441,41.73597613286937
1,192.86161498668636,21.545410807748024
2,179.69497059177948,21.90783814606942
3,179.72544665257243,23.85237069617913
4,193.98074057394422,22.920161578753714
5,194.4856084114894,24.82165220804247
6,194.76281285531414,25.518769246195266
7,194.4525101370841,26.66015360014218
8,178.43961179202543,24.170945896755445
9,179.31840468972686,24.65257729975267
10,179.31633504801025,24.65138650533558
11,176.71072256866654,24.438110877735127
12,195.8597763898899,25.6523980910666
13,172.98154693298056,27.785518107144316
14,200.33150324031524,31.02276352140729
15,175.98375904323862,7.8062554028959825
16,186.59739639985781,13.604766371449472
17,202.48030059339473,30.285824624304084
18,201.89496797451403,31.768164018370776
19,180.22334954532414,30.824223586341496
20,187.68879988486967,12.698127258867034
21,205.1669712747262,33.34847313287935
22,206.56201151633192,36.44102637542682
23,208.70013448384532,39.05292788915235
24,194.75105601224107,21.215277883042216
25,164.21229470680046,17.33055368654915
26,179.912535904453,27.14630292253858
27,198.99598084159655,26.279644040357304
28,203.8983972073599,25.95074195690258
29,203.38243497717397,26.59181463698964
30,200.54566455334654,26.880869393576415
31,202.87717576835158,29.526410418999326
32,178.80397281361772,9.575229719275383
33,180.42394952757496,27.486453081130062
34,206.1280406145392,29.61585026525452
35,183.81814351519205,29.350716428679366
36,207.56699326541204,33.084612623951955
37,207.63186654191904,33.60284215293942
38,172.81636759685702,13.315393743708242
39,171.63023498109544,14.86956298859872
40,172.2976474912835,16.2357763304993
41,210.96510095542126,36.377988269843144
42,211.0084937575366,38.128846828409
43,171.18715794420459,16.76981805731237
44,197.25673166527795,19.027948641672413
45,166.07721119281243,17.158038488029888
46,165.49330524799657,20.033749471507996
47,216.06462229442502,39.811760583033646
48,181.3847393901518,22.900257918411913
49,177.85513642118215,36.474447802757155
50,183.61047361762897,23.233986990821307
